id,headline,source_type,topic,sentiment_score,evidence_count,contradiction_score,editorial_flag,leak_indicator,propaganda_pattern_score,source_reliability,truth_probability
478,"Act 1 Report: The newsroom is overwhelmed as inconsistencies in a major celebrity scandal begin to surface. 
Evidence disappears, timelines blur, and editorial pressure pushes sensationalism over truth.",anonymous_tip,protest,-0.34,0,0.82,False,True,0.54,0.05,0.29
479,"Act 1 Report: The newsroom is overwhelmed as inconsistencies in a major celebrity scandal begin to surface. 
Evidence disappears, timelines blur, and editorial pressure pushes sensationalism over truth.",anonymous_tip,celebrity,-0.16,2,0.61,True,False,0.32,0.47,0.66
480,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",state_media,military,-0.34,4,0.25,True,False,0.48,0.59,0.83
481,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",state_media,health,-0.97,1,0.34,False,False,0.5,0.38,0.58
482,"Act 1 Report: The newsroom is overwhelmed as inconsistencies in a major celebrity scandal begin to surface. 
Evidence disappears, timelines blur, and editorial pressure pushes sensationalism over truth.",independent,protest,0.26,3,0.63,False,True,0.18,0.66,0.82
483,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",anonymous_tip,economy,0.28,6,0.46,True,False,0.56,0.51,0.83
484,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",state_media,protest,-0.07,5,0.6,False,False,0.33,0.63,0.87
485,"Act 1 Report: The newsroom is overwhelmed as inconsistencies in a major celebrity scandal begin to surface. 
Evidence disappears, timelines blur, and editorial pressure pushes sensationalism over truth.",anonymous_tip,protest,-0.68,3,0.29,True,False,0.65,0.35,0.63
486,"Act 1 Report: The newsroom is overwhelmed as inconsistencies in a major celebrity scandal begin to surface. 
Evidence disappears, timelines blur, and editorial pressure pushes sensationalism over truth.",state_media,celebrity,-0.04,1,0.48,True,True,0.24,0.57,0.71
487,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",foreign_press,protest,-0.58,0,0.2,False,False,0.56,0.34,0.53
488,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",anonymous_tip,health,0.06,2,0.19,True,False,0.62,0.38,0.62
489,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",state_media,military,-0.06,1,0.29,True,False,0.5,0.4,0.6
490,"Act 1 Report: The newsroom is overwhelmed as inconsistencies in a major celebrity scandal begin to surface. 
Evidence disappears, timelines blur, and editorial pressure pushes sensationalism over truth.",foreign_press,protest,-0.22,1,0.39,True,False,0.71,0.14,0.41
491,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",anonymous_tip,health,0.1,1,0.58,False,False,0.15,0.61,0.73
492,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",anonymous_tip,celebrity,-0.05,4,0.49,True,False,0.57,0.38,0.67
493,"Act 1 Report: The newsroom is overwhelmed as inconsistencies in a major celebrity scandal begin to surface. 
Evidence disappears, timelines blur, and editorial pressure pushes sensationalism over truth.",independent,health,-0.23,2,0.29,True,False,0.16,0.79,0.9
494,"Act 1 Report: The newsroom is overwhelmed as inconsistencies in a major celebrity scandal begin to surface. 
Evidence disappears, timelines blur, and editorial pressure pushes sensationalism over truth.",foreign_press,economy,0.12,1,0.79,False,False,0.68,0.0,0.27
495,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",independent,military,-0.44,2,0.7,False,False,0.39,0.36,0.58
496,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",anonymous_tip,military,0.13,4,0.55,True,True,0.72,0.2,0.54
497,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",anonymous_tip,economy,-0.63,2,0.4,False,True,0.46,0.44,0.65
498,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",independent,military,0.32,6,0.42,True,True,0.51,0.57,0.87
499,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",state_media,politics,-0.0,1,0.46,True,False,0.41,0.41,0.59
500,"Act 1 Report: The newsroom is overwhelmed as inconsistencies in a major celebrity scandal begin to surface. 
Evidence disappears, timelines blur, and editorial pressure pushes sensationalism over truth.",foreign_press,economy,-0.32,2,0.57,True,True,0.67,0.15,0.44
501,"Act 1 Report: The newsroom is overwhelmed as inconsistencies in a major celebrity scandal begin to surface. 
Evidence disappears, timelines blur, and editorial pressure pushes sensationalism over truth.",foreign_press,politics,0.3,4,0.55,True,False,0.52,0.4,0.68
502,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",foreign_press,celebrity,-1.0,0,0.19,True,False,0.85,0.05,0.33
503,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",state_media,politics,-0.21,3,0.47,False,True,0.64,0.28,0.57
504,"Act 1 Report: The newsroom is overwhelmed as inconsistencies in a major celebrity scandal begin to surface. 
Evidence disappears, timelines blur, and editorial pressure pushes sensationalism over truth.",foreign_press,military,-0.58,1,0.81,True,False,0.53,0.12,0.37
505,"Act 1 Report: The newsroom is overwhelmed as inconsistencies in a major celebrity scandal begin to surface. 
Evidence disappears, timelines blur, and editorial pressure pushes sensationalism over truth.",foreign_press,military,0.47,0,0.56,False,True,0.25,0.47,0.6
506,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",independent,politics,0.24,0,0.21,True,False,0.52,0.38,0.55
507,"Act 1 Report: The newsroom is overwhelmed as inconsistencies in a major celebrity scandal begin to surface. 
Evidence disappears, timelines blur, and editorial pressure pushes sensationalism over truth.",foreign_press,protest,-0.58,0,0.2,False,False,0.5,0.4,0.57
508,"Act 1 Report: The newsroom is overwhelmed as inconsistencies in a major celebrity scandal begin to surface. 
Evidence disappears, timelines blur, and editorial pressure pushes sensationalism over truth.",anonymous_tip,celebrity,0.31,0,0.54,False,False,0.4,0.33,0.51
509,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",independent,protest,-0.39,3,0.52,True,False,0.27,0.62,0.8
510,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",state_media,celebrity,0.27,3,0.32,False,False,0.59,0.4,0.66
511,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",foreign_press,health,-1.0,3,0.87,True,False,0.45,0.27,0.54
512,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",independent,protest,0.18,3,0.79,False,False,0.6,0.16,0.47
513,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",independent,economy,-0.03,1,0.69,True,True,0.55,0.15,0.4
514,"Act 1 Report: The newsroom is overwhelmed as inconsistencies in a major celebrity scandal begin to surface. 
Evidence disappears, timelines blur, and editorial pressure pushes sensationalism over truth.",foreign_press,health,-0.36,3,0.66,True,True,0.83,0.0,0.35
515,"Act 1 Report: The newsroom is overwhelmed as inconsistencies in a major celebrity scandal begin to surface. 
Evidence disappears, timelines blur, and editorial pressure pushes sensationalism over truth.",state_media,politics,0.07,3,0.8,True,True,0.46,0.29,0.56
516,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",state_media,economy,-0.59,3,0.91,False,False,0.77,0.0,0.3
517,"Act 1 Report: The newsroom is overwhelmed as inconsistencies in a major celebrity scandal begin to surface. 
Evidence disappears, timelines blur, and editorial pressure pushes sensationalism over truth.",anonymous_tip,military,-1.0,2,0.33,True,True,0.81,0.12,0.43
518,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",state_media,health,-0.27,1,0.35,True,False,0.14,0.74,0.83
519,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",independent,health,-0.22,1,0.49,False,False,0.4,0.4,0.59
520,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",independent,military,-0.37,0,0.5,True,False,0.37,0.38,0.54
521,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",anonymous_tip,celebrity,-0.31,2,0.29,True,False,0.41,0.55,0.73
522,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",independent,celebrity,-0.62,2,0.44,True,False,0.66,0.22,0.5
523,"Act 1 Report: The newsroom is overwhelmed as inconsistencies in a major celebrity scandal begin to surface. 
Evidence disappears, timelines blur, and editorial pressure pushes sensationalism over truth.",foreign_press,protest,-0.5,3,0.61,False,True,0.84,0.0,0.37
524,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",anonymous_tip,health,-0.41,3,0.93,False,True,0.37,0.32,0.57
525,"Act 1 Report: The newsroom is overwhelmed as inconsistencies in a major celebrity scandal begin to surface. 
Evidence disappears, timelines blur, and editorial pressure pushes sensationalism over truth.",anonymous_tip,celebrity,0.15,4,0.54,True,False,0.63,0.3,0.61
526,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",state_media,economy,-0.12,2,0.61,True,False,0.67,0.12,0.42
527,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",foreign_press,politics,-0.44,0,0.23,True,False,0.27,0.61,0.72
528,"Act 1 Report: The newsroom is overwhelmed as inconsistencies in a major celebrity scandal begin to surface. 
Evidence disappears, timelines blur, and editorial pressure pushes sensationalism over truth.",foreign_press,health,0.2,5,0.3,True,False,0.2,0.9,1.0
529,"Act 1 Report: The newsroom is overwhelmed as inconsistencies in a major celebrity scandal begin to surface. 
Evidence disappears, timelines blur, and editorial pressure pushes sensationalism over truth.",foreign_press,celebrity,-0.53,0,0.43,True,False,0.38,0.41,0.56
530,"Act 1 Report: The newsroom is overwhelmed as inconsistencies in a major celebrity scandal begin to surface. 
Evidence disappears, timelines blur, and editorial pressure pushes sensationalism over truth.",state_media,health,-0.36,0,0.39,False,False,0.62,0.19,0.41
531,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",anonymous_tip,protest,-0.41,5,0.59,True,False,0.7,0.26,0.61
532,"Act 1 Report: The newsroom is overwhelmed as inconsistencies in a major celebrity scandal begin to surface. 
Evidence disappears, timelines blur, and editorial pressure pushes sensationalism over truth.",independent,military,0.47,3,0.4,True,False,0.39,0.56,0.77
533,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",anonymous_tip,celebrity,0.24,0,0.55,False,False,0.34,0.39,0.54
534,"Act 1 Report: The newsroom is overwhelmed as inconsistencies in a major celebrity scandal begin to surface. 
Evidence disappears, timelines blur, and editorial pressure pushes sensationalism over truth.",independent,celebrity,0.19,0,0.61,False,True,0.58,0.11,0.35
535,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",anonymous_tip,protest,-0.35,3,0.37,True,False,0.77,0.2,0.52
536,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",foreign_press,politics,-0.22,4,0.62,False,False,0.43,0.46,0.72
537,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",foreign_press,health,-0.32,5,0.7,False,False,0.48,0.42,0.72
538,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",foreign_press,economy,-0.04,0,0.21,True,True,0.37,0.53,0.66
539,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",independent,protest,-0.12,7,0.11,True,False,0.4,0.89,1.0
540,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",foreign_press,politics,0.08,9,0.74,False,False,0.24,0.84,1.0
541,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",independent,celebrity,0.22,3,0.4,False,False,0.61,0.34,0.62
542,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",foreign_press,celebrity,-0.17,1,0.75,False,False,0.16,0.51,0.65
543,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",foreign_press,military,-0.69,3,0.49,True,False,0.57,0.34,0.61
544,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",foreign_press,health,0.02,3,0.35,True,False,0.32,0.65,0.83
545,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",independent,politics,-0.88,6,0.79,True,False,0.39,0.51,0.81
546,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",state_media,politics,-0.06,2,0.5,False,False,0.55,0.3,0.55
547,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",foreign_press,politics,0.22,0,0.29,False,False,0.84,0.01,0.29
548,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",independent,economy,-0.29,1,0.59,True,True,0.47,0.29,0.5
549,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",state_media,politics,0.39,0,0.4,False,False,0.75,0.05,0.31
550,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",foreign_press,celebrity,-0.49,4,0.7,True,False,0.6,0.25,0.57
551,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",state_media,celebrity,-0.65,4,0.53,True,False,0.37,0.56,0.8
552,"Act 1 Report: The newsroom is overwhelmed as inconsistencies in a major celebrity scandal begin to surface. 
Evidence disappears, timelines blur, and editorial pressure pushes sensationalism over truth.",anonymous_tip,economy,0.0,3,0.77,False,False,0.52,0.25,0.53
553,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",independent,economy,-0.76,0,0.43,True,True,0.65,0.14,0.37
554,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",foreign_press,celebrity,-0.23,1,0.63,True,True,0.48,0.26,0.48
555,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",independent,economy,-0.16,2,0.46,False,False,0.5,0.37,0.6
556,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",anonymous_tip,protest,0.09,2,0.5,False,False,0.43,0.41,0.63
557,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",state_media,politics,-0.36,4,0.12,True,True,0.5,0.64,0.87
558,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",foreign_press,health,-0.2,0,0.46,False,True,0.11,0.66,0.74
559,"Act 1 Report: The newsroom is overwhelmed as inconsistencies in a major celebrity scandal begin to surface. 
Evidence disappears, timelines blur, and editorial pressure pushes sensationalism over truth.",anonymous_tip,economy,0.19,1,0.48,True,False,0.56,0.25,0.48
560,"Act 1 Report: The newsroom is overwhelmed as inconsistencies in a major celebrity scandal begin to surface. 
Evidence disappears, timelines blur, and editorial pressure pushes sensationalism over truth.",anonymous_tip,military,-0.94,3,0.39,True,True,0.41,0.54,0.76
561,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",anonymous_tip,celebrity,-0.45,2,0.67,False,False,0.69,0.08,0.38
562,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",foreign_press,economy,-0.33,1,0.41,True,False,0.72,0.12,0.39
563,"Act 1 Report: The newsroom is overwhelmed as inconsistencies in a major celebrity scandal begin to surface. 
Evidence disappears, timelines blur, and editorial pressure pushes sensationalism over truth.",foreign_press,economy,-0.16,0,0.41,True,True,0.62,0.17,0.4
564,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",independent,military,0.51,3,0.62,False,False,0.37,0.47,0.69
565,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",foreign_press,celebrity,0.52,4,0.36,False,False,0.16,0.86,1.0
566,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",state_media,protest,-0.24,1,0.51,False,False,0.68,0.11,0.38
567,"Act 1 Report: The newsroom is overwhelmed as inconsistencies in a major celebrity scandal begin to surface. 
Evidence disappears, timelines blur, and editorial pressure pushes sensationalism over truth.",independent,protest,0.13,3,0.42,True,True,0.56,0.38,0.64
568,"Act 1 Report: The newsroom is overwhelmed as inconsistencies in a major celebrity scandal begin to surface. 
Evidence disappears, timelines blur, and editorial pressure pushes sensationalism over truth.",anonymous_tip,celebrity,-0.85,7,0.77,True,False,0.77,0.2,0.62
569,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",state_media,politics,0.24,1,0.2,True,False,0.22,0.72,0.83
570,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",independent,health,-0.79,0,0.36,False,True,0.56,0.26,0.47
571,"Act 1 Report: The newsroom is overwhelmed as inconsistencies in a major celebrity scandal begin to surface. 
Evidence disappears, timelines blur, and editorial pressure pushes sensationalism over truth.",anonymous_tip,economy,-0.69,5,0.29,False,False,0.38,0.72,0.95
572,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",anonymous_tip,celebrity,-0.17,4,0.56,True,True,0.54,0.38,0.67
573,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",state_media,celebrity,-0.25,1,0.54,False,False,0.3,0.48,0.64
574,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",anonymous_tip,military,-0.46,2,0.28,False,False,0.73,0.24,0.51
575,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",foreign_press,politics,0.23,3,0.53,True,False,0.83,0.05,0.41
576,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",foreign_press,economy,-0.1,5,0.45,False,True,0.34,0.68,0.91
577,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",state_media,military,-0.62,3,0.29,True,False,0.83,0.17,0.5
578,"Act 1 Report: The newsroom is overwhelmed as inconsistencies in a major celebrity scandal begin to surface. 
Evidence disappears, timelines blur, and editorial pressure pushes sensationalism over truth.",state_media,economy,0.05,3,0.37,False,True,0.35,0.61,0.8
579,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",foreign_press,military,-0.22,3,0.66,False,False,0.73,0.09,0.43
580,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",independent,economy,-0.4,6,0.48,False,False,0.33,0.73,0.98
581,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",independent,celebrity,-0.03,4,0.67,True,False,0.18,0.68,0.87
582,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",state_media,protest,0.14,3,0.86,True,False,0.69,0.03,0.37
583,"Act 1 Report: The newsroom is overwhelmed as inconsistencies in a major celebrity scandal begin to surface. 
Evidence disappears, timelines blur, and editorial pressure pushes sensationalism over truth.",state_media,politics,-0.16,3,0.19,True,False,0.16,0.9,1.0
584,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",anonymous_tip,military,0.01,3,0.36,False,False,0.32,0.65,0.83
585,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",foreign_press,politics,-0.51,4,0.3,True,False,0.61,0.44,0.72
586,"Act 1 Report: The newsroom is overwhelmed as inconsistencies in a major celebrity scandal begin to surface. 
Evidence disappears, timelines blur, and editorial pressure pushes sensationalism over truth.",independent,military,0.17,2,0.38,False,True,0.7,0.21,0.49
587,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",anonymous_tip,celebrity,-0.16,2,0.69,True,False,0.56,0.2,0.47
588,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",independent,health,-0.54,1,0.64,False,True,0.77,0.0,0.27
589,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",state_media,health,0.48,0,0.45,True,True,0.36,0.42,0.57
590,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",foreign_press,politics,0.24,1,0.18,False,False,0.43,0.53,0.69
591,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",foreign_press,economy,-0.35,1,0.27,True,True,0.29,0.63,0.76
592,"Act 1 Report: The newsroom is overwhelmed as inconsistencies in a major celebrity scandal begin to surface. 
Evidence disappears, timelines blur, and editorial pressure pushes sensationalism over truth.",state_media,protest,-0.17,3,0.71,True,False,0.5,0.3,0.57
593,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",state_media,military,0.63,1,0.87,True,False,0.68,0.0,0.24
594,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",foreign_press,military,-0.75,3,0.71,False,False,0.12,0.68,0.84
595,"Act 1 Report: The newsroom is overwhelmed as inconsistencies in a major celebrity scandal begin to surface. 
Evidence disappears, timelines blur, and editorial pressure pushes sensationalism over truth.",independent,politics,-0.26,6,0.46,False,False,0.2,0.87,1.0
596,"Act 1 Report: The newsroom is overwhelmed as inconsistencies in a major celebrity scandal begin to surface. 
Evidence disappears, timelines blur, and editorial pressure pushes sensationalism over truth.",foreign_press,health,0.05,4,0.21,False,False,0.54,0.56,0.81
597,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",anonymous_tip,military,-0.44,2,0.4,True,False,0.4,0.5,0.69
598,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",independent,military,0.8,2,0.72,False,False,0.47,0.27,0.52
599,"Act 1 Report: The newsroom is overwhelmed as inconsistencies in a major celebrity scandal begin to surface. 
Evidence disappears, timelines blur, and editorial pressure pushes sensationalism over truth.",foreign_press,protest,-0.28,6,0.17,False,False,0.7,0.52,0.85
600,"Act 1 Report: The newsroom is overwhelmed as inconsistencies in a major celebrity scandal begin to surface. 
Evidence disappears, timelines blur, and editorial pressure pushes sensationalism over truth.",state_media,military,0.06,5,0.5,True,False,0.7,0.3,0.64
601,"Act 1 Report: The newsroom is overwhelmed as inconsistencies in a major celebrity scandal begin to surface. 
Evidence disappears, timelines blur, and editorial pressure pushes sensationalism over truth.",foreign_press,health,0.1,7,0.49,False,True,0.39,0.72,1.0
602,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",foreign_press,economy,-0.35,6,0.55,True,False,0.3,0.73,0.97
603,"Act 1 Report: The newsroom is overwhelmed as inconsistencies in a major celebrity scandal begin to surface. 
Evidence disappears, timelines blur, and editorial pressure pushes sensationalism over truth.",state_media,economy,-0.04,2,0.54,False,False,0.79,0.04,0.37
604,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",independent,economy,-0.05,5,0.49,False,False,0.44,0.57,0.83
605,"Act 1 Report: The newsroom is overwhelmed as inconsistencies in a major celebrity scandal begin to surface. 
Evidence disappears, timelines blur, and editorial pressure pushes sensationalism over truth.",state_media,economy,-0.02,3,0.39,False,True,0.41,0.55,0.76
