id,headline,source_type,topic,sentiment_score,evidence_count,contradiction_score,editorial_flag,leak_indicator,propaganda_pattern_score,source_reliability,truth_probability
517,Restricted Footage Questions Official Claims,anonymous_tip,military,-1.0,2,0.33,True,True,0.81,0.12,0.43
518,Restricted Report: Vaccine Data Discrepancies,state_media,health,-0.27,1,0.35,True,False,0.14,0.74,0.83
519,Leaked Surge in Cases Raises Alarm,independent,health,-0.22,1,0.49,False,False,0.4,0.4,0.59
520,Confidential Briefing: Border Operations Escalate,independent,military,-0.37,0,0.5,True,False,0.37,0.38,0.54
521,Leaked Report: Actor Faces Allegations,anonymous_tip,celebrity,-0.31,2,0.29,True,False,0.41,0.55,0.73
522,Internal Report: Actor Faces Allegations,independent,celebrity,-0.62,2,0.44,True,False,0.66,0.22,0.5
523,Leaked Demonstrations Under Review,foreign_press,protest,-0.5,3,0.61,False,True,0.84,0.0,0.37
524,Internal Report: Vaccine Data Discrepancies,anonymous_tip,health,-0.41,3,0.93,False,True,0.37,0.32,0.57
525,Confidential Interview Sparks Debate,anonymous_tip,celebrity,0.15,4,0.54,True,False,0.63,0.3,0.61
526,Internal Report: Inflation Data Withheld,state_media,economy,-0.12,2,0.61,True,False,0.67,0.12,0.42
527,Leaked Memo Exposes Policy Rift,foreign_press,politics,-0.44,0,0.23,True,False,0.27,0.61,0.72
528,Confidential Report: Vaccine Data Discrepancies,foreign_press,health,0.2,5,0.3,True,False,0.2,0.9,1.0
529,Hidden Report: Actor Faces Allegations,foreign_press,celebrity,-0.53,0,0.43,True,False,0.38,0.41,0.56
530,Internal Surge in Cases Raises Alarm,state_media,health,-0.36,0,0.39,False,False,0.62,0.19,0.41
531,Internal March Footage Removed Online,anonymous_tip,protest,-0.41,5,0.59,True,False,0.7,0.26,0.61
532,Leaked Footage Questions Official Claims,independent,military,0.47,3,0.4,True,False,0.39,0.56,0.77
533,Restricted Report: Actor Faces Allegations,anonymous_tip,celebrity,0.24,0,0.55,False,False,0.34,0.39,0.54
534,Leaked Report: Actor Faces Allegations,independent,celebrity,0.19,0,0.61,False,True,0.58,0.11,0.35
535,Restricted Demonstrations Under Review,anonymous_tip,protest,-0.35,3,0.37,True,False,0.77,0.2,0.52
536,Hidden Memo Exposes Policy Rift,foreign_press,politics,-0.22,4,0.62,False,False,0.43,0.46,0.72
537,Hidden Report: Vaccine Data Discrepancies,foreign_press,health,-0.32,5,0.7,False,False,0.48,0.42,0.72
538,Leaked Report: Inflation Data Withheld,foreign_press,economy,-0.04,0,0.21,True,True,0.37,0.53,0.66
539,Internal Demonstrations Under Review,independent,protest,-0.12,7,0.11,True,False,0.4,0.89,1.0
540,Internal Memo Exposes Policy Rift,foreign_press,politics,0.08,9,0.74,False,False,0.24,0.84,1.0
541,Leaked Interview Sparks Debate,independent,celebrity,0.22,3,0.4,False,False,0.61,0.34,0.62
542,Hidden Report: Actor Faces Allegations,foreign_press,celebrity,-0.17,1,0.75,False,False,0.16,0.51,0.65
543,Confidential Footage Questions Official Claims,foreign_press,military,-0.69,3,0.49,True,False,0.57,0.34,0.61
544,Hidden Surge in Cases Raises Alarm,foreign_press,health,0.02,3,0.35,True,False,0.32,0.65,0.83
545,Internal Memo Exposes Policy Rift,independent,politics,-0.88,6,0.79,True,False,0.39,0.51,0.81
546,Confidential Memo Exposes Policy Rift,state_media,politics,-0.06,2,0.5,False,False,0.55,0.3,0.55
547,Restricted Memo Exposes Policy Rift,foreign_press,politics,0.22,0,0.29,False,False,0.84,0.01,0.29
548,Internal Audit Reveals Missing Funds,independent,economy,-0.29,1,0.59,True,True,0.47,0.29,0.5
549,Internal Statement Raises Concerns,state_media,politics,0.39,0,0.4,False,False,0.75,0.05,0.31
550,Internal Interview Sparks Debate,foreign_press,celebrity,-0.49,4,0.7,True,False,0.6,0.25,0.57
551,Confidential Report: Actor Faces Allegations,state_media,celebrity,-0.65,4,0.53,True,False,0.37,0.56,0.8
552,Confidential Report: Inflation Data Withheld,anonymous_tip,economy,0.0,3,0.77,False,False,0.52,0.25,0.53
553,Leaked Audit Reveals Missing Funds,independent,economy,-0.76,0,0.43,True,True,0.65,0.14,0.37
554,Internal Report: Actor Faces Allegations,foreign_press,celebrity,-0.23,1,0.63,True,True,0.48,0.26,0.48
555,Leaked Audit Reveals Missing Funds,independent,economy,-0.16,2,0.46,False,False,0.5,0.37,0.6
556,Restricted March Footage Removed Online,anonymous_tip,protest,0.09,2,0.5,False,False,0.43,0.41,0.63
557,Restricted Statement Raises Concerns,state_media,politics,-0.36,4,0.12,True,True,0.5,0.64,0.87
558,Leaked Report: Vaccine Data Discrepancies,foreign_press,health,-0.2,0,0.46,False,True,0.11,0.66,0.74
559,Confidential Report: Inflation Data Withheld,anonymous_tip,economy,0.19,1,0.48,True,False,0.56,0.25,0.48
560,Restricted Footage Questions Official Claims,anonymous_tip,military,-0.94,3,0.39,True,True,0.41,0.54,0.76
561,Confidential Interview Sparks Debate,anonymous_tip,celebrity,-0.45,2,0.67,False,False,0.69,0.08,0.38
562,Restricted Audit Reveals Missing Funds,foreign_press,economy,-0.33,1,0.41,True,False,0.72,0.12,0.39
563,Confidential Audit Reveals Missing Funds,foreign_press,economy,-0.16,0,0.41,True,True,0.62,0.17,0.4
564,Restricted Briefing: Border Operations Escalate,independent,military,0.51,3,0.62,False,False,0.37,0.47,0.69
565,Hidden Report: Actor Faces Allegations,foreign_press,celebrity,0.52,4,0.36,False,False,0.16,0.86,1.0
566,Confidential March Footage Removed Online,state_media,protest,-0.24,1,0.51,False,False,0.68,0.11,0.38
567,Leaked Demonstrations Under Review,independent,protest,0.13,3,0.42,True,True,0.56,0.38,0.64
568,Restricted Report: Actor Faces Allegations,anonymous_tip,celebrity,-0.85,7,0.77,True,False,0.77,0.2,0.62
569,Confidential Memo Exposes Policy Rift,state_media,politics,0.24,1,0.2,True,False,0.22,0.72,0.83
570,Leaked Report: Vaccine Data Discrepancies,independent,health,-0.79,0,0.36,False,True,0.56,0.26,0.47
571,Hidden Audit Reveals Missing Funds,anonymous_tip,economy,-0.69,5,0.29,False,False,0.38,0.72,0.95
572,Hidden Report: Actor Faces Allegations,anonymous_tip,celebrity,-0.17,4,0.56,True,True,0.54,0.38,0.67
573,Internal Interview Sparks Debate,state_media,celebrity,-0.25,1,0.54,False,False,0.3,0.48,0.64
574,Confidential Briefing: Border Operations Escalate,anonymous_tip,military,-0.46,2,0.28,False,False,0.73,0.24,0.51
575,Confidential Memo Exposes Policy Rift,foreign_press,politics,0.23,3,0.53,True,False,0.83,0.05,0.41
576,Confidential Audit Reveals Missing Funds,foreign_press,economy,-0.1,5,0.45,False,True,0.34,0.68,0.91
577,Internal Footage Questions Official Claims,state_media,military,-0.62,3,0.29,True,False,0.83,0.17,0.5
578,Internal Audit Reveals Missing Funds,state_media,economy,0.05,3,0.37,False,True,0.35,0.61,0.8
579,Leaked Briefing: Border Operations Escalate,foreign_press,military,-0.22,3,0.66,False,False,0.73,0.09,0.43
580,Confidential Audit Reveals Missing Funds,independent,economy,-0.4,6,0.48,False,False,0.33,0.73,0.98
581,Confidential Report: Actor Faces Allegations,independent,celebrity,-0.03,4,0.67,True,False,0.18,0.68,0.87
582,Restricted Demonstrations Under Review,state_media,protest,0.14,3,0.86,True,False,0.69,0.03,0.37
583,Restricted Statement Raises Concerns,state_media,politics,-0.16,3,0.19,True,False,0.16,0.9,1.0
584,Leaked Briefing: Border Operations Escalate,anonymous_tip,military,0.01,3,0.36,False,False,0.32,0.65,0.83
585,Confidential Statement Raises Concerns,foreign_press,politics,-0.51,4,0.3,True,False,0.61,0.44,0.72
586,Leaked Footage Questions Official Claims,independent,military,0.17,2,0.38,False,True,0.7,0.21,0.49
587,Restricted Report: Actor Faces Allegations,anonymous_tip,celebrity,-0.16,2,0.69,True,False,0.56,0.2,0.47
588,Confidential Report: Vaccine Data Discrepancies,independent,health,-0.54,1,0.64,False,True,0.77,0.0,0.27
589,Restricted Report: Vaccine Data Discrepancies,state_media,health,0.48,0,0.45,True,True,0.36,0.42,0.57
590,Internal Statement Raises Concerns,foreign_press,politics,0.24,1,0.18,False,False,0.43,0.53,0.69
591,Internal Audit Reveals Missing Funds,foreign_press,economy,-0.35,1,0.27,True,True,0.29,0.63,0.76
592,Internal March Footage Removed Online,state_media,protest,-0.17,3,0.71,True,False,0.5,0.3,0.57
593,Internal Footage Questions Official Claims,state_media,military,0.63,1,0.87,True,False,0.68,0.0,0.24
594,Internal Briefing: Border Operations Escalate,foreign_press,military,-0.75,3,0.71,False,False,0.12,0.68,0.84
595,Hidden Statement Raises Concerns,independent,politics,-0.26,6,0.46,False,False,0.2,0.87,1.0
596,Confidential Surge in Cases Raises Alarm,foreign_press,health,0.05,4,0.21,False,False,0.54,0.56,0.81
597,Hidden Briefing: Border Operations Escalate,anonymous_tip,military,-0.44,2,0.4,True,False,0.4,0.5,0.69
598,Confidential Footage Questions Official Claims,independent,military,0.8,2,0.72,False,False,0.47,0.27,0.52
599,Hidden Demonstrations Under Review,foreign_press,protest,-0.28,6,0.17,False,False,0.7,0.52,0.85
600,Hidden Briefing: Border Operations Escalate,state_media,military,0.06,5,0.5,True,False,0.7,0.3,0.64
601,Restricted Surge in Cases Raises Alarm,foreign_press,health,0.1,7,0.49,False,True,0.39,0.72,1.0
602,Confidential Report: Inflation Data Withheld,foreign_press,economy,-0.35,6,0.55,True,False,0.3,0.73,0.97
603,Hidden Report: Inflation Data Withheld,state_media,economy,-0.04,2,0.54,False,False,0.79,0.04,0.37
604,Confidential Audit Reveals Missing Funds,independent,economy,-0.05,5,0.49,False,False,0.44,0.57,0.83
605,Restricted Audit Reveals Missing Funds,state_media,economy,-0.02,3,0.39,False,True,0.41,0.55,0.76
606,Restricted Report: Inflation Data Withheld,anonymous_tip,economy,-0.18,3,0.3,True,False,0.54,0.46,0.7
607,Leaked Report: Inflation Data Withheld,foreign_press,economy,-0.33,2,0.68,False,True,0.52,0.24,0.5
608,Hidden Report: Inflation Data Withheld,foreign_press,economy,0.18,3,0.4,True,False,0.29,0.66,0.83
609,Confidential Audit Reveals Missing Funds,state_media,economy,-0.6,2,0.95,True,False,0.76,0.0,0.22
610,Restricted Audit Reveals Missing Funds,anonymous_tip,economy,0.43,5,0.66,True,True,0.51,0.41,0.71
611,Leaked Report: Actor Faces Allegations,foreign_press,celebrity,-0.22,2,0.53,False,False,0.19,0.65,0.79
612,Internal Report: Vaccine Data Discrepancies,independent,health,0.09,3,0.31,True,False,0.72,0.27,0.57
613,Leaked Report: Actor Faces Allegations,anonymous_tip,celebrity,-0.19,0,0.67,False,False,0.54,0.13,0.35
614,Hidden Footage Questions Official Claims,foreign_press,military,-0.8,2,0.67,True,False,0.1,0.67,0.8
615,Internal Report: Inflation Data Withheld,independent,economy,0.01,1,0.46,True,False,0.58,0.24,0.48
616,Restricted Memo Exposes Policy Rift,anonymous_tip,politics,-0.44,7,0.54,True,True,0.72,0.36,0.75
617,Internal Report: Vaccine Data Discrepancies,state_media,health,-0.61,3,0.39,False,True,0.37,0.59,0.79
618,Hidden Report: Inflation Data Withheld,foreign_press,economy,-0.3,1,0.58,False,False,0.77,0.0,0.3
619,Leaked Surge in Cases Raises Alarm,state_media,health,-0.69,0,0.34,False,True,0.6,0.23,0.45
620,Restricted Report: Inflation Data Withheld,anonymous_tip,economy,-0.31,5,0.69,True,True,0.66,0.24,0.59
621,Hidden Surge in Cases Raises Alarm,state_media,health,-0.05,3,0.61,True,False,0.35,0.5,0.71
622,Hidden Demonstrations Under Review,independent,protest,-0.69,1,0.47,True,False,0.53,0.28,0.51
623,Hidden Briefing: Border Operations Escalate,state_media,military,0.14,0,0.52,False,False,0.42,0.32,0.5
624,Restricted Briefing: Border Operations Escalate,independent,military,-0.85,2,0.43,True,False,0.3,0.58,0.75
625,Confidential March Footage Removed Online,anonymous_tip,protest,-0.34,0,0.47,False,False,0.76,0.01,0.28
626,Leaked Statement Raises Concerns,state_media,politics,0.58,2,0.19,True,True,0.2,0.81,0.92
627,Leaked Statement Raises Concerns,state_media,politics,-0.3,3,0.44,False,True,0.23,0.71,0.87
628,Internal Surge in Cases Raises Alarm,independent,health,-0.29,3,0.56,True,False,0.82,0.05,0.4
629,Internal Interview Sparks Debate,state_media,celebrity,0.07,2,0.36,False,False,0.63,0.29,0.55
630,Leaked Report: Vaccine Data Discrepancies,foreign_press,health,-0.87,0,0.72,True,True,0.87,0.0,0.1
631,Hidden Statement Raises Concerns,independent,politics,0.38,4,0.27,True,False,0.22,0.84,1.0
632,Leaked Surge in Cases Raises Alarm,state_media,health,-0.42,0,0.52,True,False,0.67,0.07,0.32
633,Confidential Audit Reveals Missing Funds,anonymous_tip,economy,-0.92,1,0.3,True,False,0.74,0.16,0.43
634,Leaked Report: Vaccine Data Discrepancies,independent,health,-0.44,2,0.64,True,False,0.39,0.39,0.61
635,Hidden Interview Sparks Debate,anonymous_tip,celebrity,-0.56,3,0.81,False,False,0.45,0.29,0.56
636,Restricted Statement Raises Concerns,anonymous_tip,politics,-0.8,0,0.48,False,False,0.53,0.23,0.44
637,Leaked Audit Reveals Missing Funds,state_media,economy,-0.83,5,0.36,False,False,0.34,0.73,0.95
638,Hidden Report: Vaccine Data Discrepancies,foreign_press,health,-0.27,0,0.82,True,False,0.61,0.0,0.25
639,Hidden Report: Vaccine Data Discrepancies,foreign_press,health,0.12,0,0.76,False,False,0.58,0.04,0.29
640,Confidential Report: Inflation Data Withheld,independent,economy,0.07,3,0.6,True,False,0.88,0.0,0.34
641,Hidden March Footage Removed Online,state_media,protest,0.29,0,0.39,True,False,0.76,0.05,0.31
642,Restricted Audit Reveals Missing Funds,independent,economy,-0.44,5,0.46,True,False,0.52,0.5,0.79
643,Confidential Footage Questions Official Claims,state_media,military,-0.49,4,0.46,False,False,0.21,0.76,0.94
644,Confidential Memo Exposes Policy Rift,state_media,politics,-0.19,0,0.66,True,False,0.64,0.03,0.29
645,Leaked Report: Inflation Data Withheld,anonymous_tip,economy,0.07,0,0.66,True,False,0.63,0.04,0.3
646,Leaked Audit Reveals Missing Funds,anonymous_tip,economy,-0.6,6,0.69,True,False,0.36,0.59,0.87
647,Internal March Footage Removed Online,independent,protest,0.02,3,0.27,False,False,0.82,0.2,0.52
648,Hidden Interview Sparks Debate,independent,celebrity,-0.65,1,0.43,False,False,0.73,0.11,0.39
649,Restricted Report: Vaccine Data Discrepancies,foreign_press,health,-0.22,3,0.38,False,True,0.73,0.23,0.54
650,Internal Footage Questions Official Claims,foreign_press,military,-0.1,3,0.8,False,False,0.43,0.32,0.58
651,Restricted Surge in Cases Raises Alarm,state_media,health,-0.99,1,0.28,True,True,0.25,0.66,0.78
652,Confidential Report: Actor Faces Allegations,foreign_press,celebrity,0.13,4,0.47,False,True,0.58,0.38,0.67
653,Confidential Report: Inflation Data Withheld,independent,economy,-0.74,1,0.54,False,True,0.35,0.42,0.6
654,Hidden Report: Vaccine Data Discrepancies,state_media,health,0.86,4,0.41,False,False,0.57,0.43,0.71
655,Confidential Audit Reveals Missing Funds,state_media,economy,0.15,2,0.81,False,True,0.8,0.0,0.25
656,Restricted Demonstrations Under Review,independent,protest,-0.73,5,0.65,False,True,0.54,0.39,0.7
657,Hidden Report: Inflation Data Withheld,foreign_press,economy,-0.09,2,0.59,False,False,0.62,0.19,0.46
658,Confidential Briefing: Border Operations Escalate,anonymous_tip,military,-0.66,3,0.65,False,False,0.37,0.45,0.68
659,Hidden Statement Raises Concerns,anonymous_tip,politics,-0.56,5,0.85,False,False,0.81,0.01,0.42
660,Restricted Report: Vaccine Data Discrepancies,foreign_press,health,-0.28,0,0.74,False,False,0.46,0.17,0.38
661,Restricted Memo Exposes Policy Rift,foreign_press,politics,0.41,1,0.46,False,False,0.63,0.19,0.44
662,Hidden March Footage Removed Online,foreign_press,protest,-0.52,0,0.73,False,False,0.43,0.21,0.41
663,Hidden March Footage Removed Online,anonymous_tip,protest,-0.21,4,0.62,False,False,0.23,0.67,0.86
664,Restricted Report: Inflation Data Withheld,state_media,economy,-0.51,1,0.54,False,True,0.63,0.15,0.41
665,Restricted Surge in Cases Raises Alarm,state_media,health,-0.14,4,0.56,True,False,0.67,0.25,0.57
666,Internal Report: Vaccine Data Discrepancies,foreign_press,health,-0.55,3,0.67,True,True,0.68,0.14,0.46
667,Directive Demonstrations Under Review,state_media,protest,-0.11,0,0.24,True,False,0.61,0.27,0.48
668,Emergency Report: Vaccine Data Discrepancies,anonymous_tip,health,-0.07,0,0.51,True,False,0.66,0.08,0.33
669,Emergency Report: Inflation Data Withheld,anonymous_tip,economy,-0.72,0,0.68,True,False,0.68,0.0,0.25
670,Frontline Report: Actor Faces Allegations,foreign_press,celebrity,-0.11,1,0.88,True,False,0.9,0.0,0.09
671,Directive Report: Vaccine Data Discrepancies,foreign_press,health,-0.02,0,0.45,True,False,0.5,0.28,0.47
672,Official Report: Vaccine Data Discrepancies,independent,health,-0.38,0,0.98,True,False,0.66,0.0,0.14
673,Directive Statement Raises Concerns,state_media,politics,-0.8,1,0.85,True,False,0.59,0.03,0.31
674,Emergency Statement Raises Concerns,independent,politics,-1.0,3,0.74,True,False,0.97,0.0,0.23
675,Directive Report: Vaccine Data Discrepancies,independent,health,-0.9,0,0.75,True,False,0.65,0.0,0.24
676,Emergency Report: Vaccine Data Discrepancies,foreign_press,health,-0.11,1,0.58,True,False,0.68,0.07,0.36
677,Directive Report: Vaccine Data Discrepancies,foreign_press,health,-0.14,0,0.59,True,False,0.67,0.03,0.29
678,Official March Footage Removed Online,independent,protest,-0.92,2,0.87,True,False,0.72,0.0,0.28
679,Emergency Memo Exposes Policy Rift,independent,politics,-0.87,0,0.8,True,False,0.66,0.0,0.22
680,Official Demonstrations Under Review,anonymous_tip,protest,-1.0,2,0.51,False,False,0.53,0.31,0.56
681,Directive Report: Vaccine Data Discrepancies,foreign_press,health,-0.06,2,0.92,True,False,0.83,0.0,0.19
682,Official Interview Sparks Debate,foreign_press,celebrity,-0.7,0,0.58,True,False,0.95,0.0,0.1
683,Emergency Footage Questions Official Claims,foreign_press,military,-0.55,1,0.85,True,False,0.66,0.0,0.27
684,Emergency Report: Inflation Data Withheld,state_media,economy,-0.56,0,0.73,True,False,0.74,0.0,0.19
685,Directive Report: Actor Faces Allegations,independent,celebrity,-1.0,2,0.51,False,False,0.8,0.04,0.37
686,Patriotic Surge in Cases Raises Alarm,state_media,health,-0.71,2,0.62,True,False,0.73,0.07,0.38
687,Frontline Report: Actor Faces Allegations,independent,celebrity,-0.05,3,0.55,True,False,0.8,0.08,0.42
688,Official Report: Vaccine Data Discrepancies,independent,health,0.32,0,0.71,True,False,0.92,0.0,0.08
689,Official Report: Actor Faces Allegations,state_media,celebrity,-1.0,0,0.68,True,False,0.91,0.0,0.09
690,Frontline Footage Questions Official Claims,anonymous_tip,military,-0.37,0,0.62,True,False,0.68,0.01,0.27
691,Directive Report: Actor Faces Allegations,anonymous_tip,celebrity,-0.32,0,0.45,True,False,0.35,0.42,0.57
692,Directive Report: Vaccine Data Discrepancies,state_media,health,-0.3,0,0.76,True,True,0.6,0.02,0.28
693,Frontline Footage Questions Official Claims,foreign_press,military,0.04,0,0.98,True,False,0.8,0.0,0.05
694,Patriotic Audit Reveals Missing Funds,state_media,economy,-0.3,2,0.52,True,False,0.9,0.0,0.3
695,Emergency Demonstrations Under Review,foreign_press,protest,-0.81,0,0.38,False,True,0.73,0.08,0.34
696,Directive March Footage Removed Online,independent,protest,-0.97,2,0.64,True,True,0.63,0.15,0.44
697,Emergency Demonstrations Under Review,state_media,protest,-0.84,0,0.86,True,False,0.98,0.0,0.0
698,Emergency Report: Inflation Data Withheld,independent,economy,-0.09,0,0.67,True,False,0.97,0.0,0.05
699,Official Interview Sparks Debate,independent,celebrity,-0.22,5,0.91,True,False,0.87,0.0,0.36
700,Official Report: Vaccine Data Discrepancies,state_media,health,-0.91,1,0.66,True,True,0.94,0.0,0.15
701,Patriotic Report: Vaccine Data Discrepancies,anonymous_tip,health,-0.07,0,0.77,False,False,0.37,0.25,0.43
702,Frontline Footage Questions Official Claims,state_media,military,-0.8,0,0.85,False,False,0.3,0.28,0.45
703,Directive March Footage Removed Online,foreign_press,protest,-0.65,2,0.79,True,False,0.85,0.0,0.22
704,Patriotic Footage Questions Official Claims,anonymous_tip,military,-0.27,1,0.7,True,False,0.53,0.17,0.42
705,Frontline Footage Questions Official Claims,foreign_press,military,-0.71,0,0.99,True,False,0.8,0.0,0.05
706,Official Report: Inflation Data Withheld,foreign_press,economy,-0.34,2,0.56,True,False,0.9,0.0,0.28
707,Patriotic Report: Vaccine Data Discrepancies,state_media,health,-0.54,3,0.6,False,False,0.49,0.36,0.61
708,Directive Briefing: Border Operations Escalate,state_media,military,0.09,0,0.57,True,False,0.91,0.0,0.14
709,Official March Footage Removed Online,anonymous_tip,protest,-0.44,3,0.84,True,False,0.67,0.06,0.4
710,Frontline Demonstrations Under Review,anonymous_tip,protest,0.14,1,0.86,True,True,0.88,0.0,0.1
711,Official March Footage Removed Online,foreign_press,protest,-1.0,3,0.79,True,False,0.58,0.18,0.48
712,Directive Briefing: Border Operations Escalate,state_media,military,-0.52,0,0.62,True,False,0.66,0.03,0.29
713,Directive Demonstrations Under Review,independent,protest,-0.19,0,0.52,True,False,0.38,0.36,0.53
714,Frontline Report: Vaccine Data Discrepancies,anonymous_tip,health,-0.76,0,0.56,False,True,0.47,0.25,0.45
715,Patriotic Interview Sparks Debate,foreign_press,celebrity,-0.66,0,0.73,True,True,0.71,0.0,0.22
716,Official Audit Reveals Missing Funds,anonymous_tip,economy,-0.84,0,0.35,False,False,0.79,0.03,0.3
717,Directive Report: Actor Faces Allegations,foreign_press,celebrity,-0.8,1,0.4,False,False,0.35,0.5,0.66
718,Official Audit Reveals Missing Funds,anonymous_tip,economy,-0.17,0,0.99,True,False,0.82,0.0,0.03
719,Emergency Audit Reveals Missing Funds,independent,economy,-0.35,2,0.85,True,False,0.71,0.0,0.3
720,Patriotic Report: Inflation Data Withheld,state_media,economy,-0.76,0,0.66,True,True,0.72,0.0,0.23
721,Emergency Report: Actor Faces Allegations,foreign_press,celebrity,-1.0,0,0.86,True,False,0.64,0.0,0.21
722,Official Surge in Cases Raises Alarm,independent,health,-0.1,3,0.76,True,False,0.84,0.0,0.31
723,Frontline Report: Vaccine Data Discrepancies,anonymous_tip,health,-0.6,0,0.69,True,False,0.63,0.02,0.28
724,Patriotic Memo Exposes Policy Rift,state_media,politics,0.07,1,0.4,True,False,0.82,0.02,0.33
725,Patriotic March Footage Removed Online,independent,protest,-0.27,3,0.99,True,False,0.69,0.0,0.32
726,Emergency Demonstrations Under Review,state_media,protest,-0.92,4,0.92,False,False,0.72,0.02,0.39
727,Frontline Memo Exposes Policy Rift,anonymous_tip,politics,-0.18,1,0.91,True,False,0.85,0.0,0.11
728,Patriotic Statement Raises Concerns,anonymous_tip,politics,-0.87,1,0.77,True,False,0.76,0.0,0.23
729,Official Memo Exposes Policy Rift,foreign_press,politics,-0.35,3,0.43,False,False,0.63,0.31,0.59
730,Directive Audit Reveals Missing Funds,anonymous_tip,economy,-0.58,4,0.66,True,True,0.77,0.1,0.47
731,Directive Memo Exposes Policy Rift,state_media,politics,-0.49,4,0.5,True,False,0.59,0.36,0.65
732,Directive Demonstrations Under Review,state_media,protest,-0.5,0,0.66,True,False,0.63,0.04,0.3
733,Official Surge in Cases Raises Alarm,anonymous_tip,health,-0.68,2,0.57,True,False,0.93,0.0,0.26
734,Directive Memo Exposes Policy Rift,anonymous_tip,politics,-0.86,0,0.71,True,False,0.73,0.0,0.2
735,Official Audit Reveals Missing Funds,independent,economy,-1.0,4,0.86,True,False,0.27,0.5,0.73
736,Official Demonstrations Under Review,anonymous_tip,protest,0.23,0,0.89,True,True,0.67,0.0,0.17
737,Emergency March Footage Removed Online,state_media,protest,-0.8,0,0.64,True,False,0.65,0.03,0.29
738,Emergency Footage Questions Official Claims,state_media,military,-0.73,0,0.75,True,False,0.95,0.0,0.04
739,Frontline Demonstrations Under Review,anonymous_tip,protest,-0.95,0,0.94,True,False,0.79,0.0,0.07
740,Frontline Audit Reveals Missing Funds,anonymous_tip,economy,-0.83,4,0.83,True,False,0.9,0.0,0.3
741,Patriotic Briefing: Border Operations Escalate,foreign_press,military,-0.34,2,0.67,True,False,0.87,0.0,0.26
742,Patriotic Report: Vaccine Data Discrepancies,independent,health,-0.43,0,0.69,True,False,0.29,0.36,0.52
743,Directive Memo Exposes Policy Rift,anonymous_tip,politics,-0.1,8,0.52,True,False,0.85,0.3,0.73
744,Official Memo Exposes Policy Rift,anonymous_tip,politics,-0.12,1,0.83,False,True,0.67,0.0,0.26
745,Emergency Report: Inflation Data Withheld,anonymous_tip,economy,-1.0,3,0.48,True,False,0.94,0.0,0.35
746,Frontline March Footage Removed Online,state_media,protest,0.2,0,0.84,True,False,0.86,0.0,0.06
747,Frontline Surge in Cases Raises Alarm,state_media,health,-0.49,0,0.88,False,False,0.76,0.0,0.12
748,Directive Interview Sparks Debate,independent,celebrity,0.08,0,0.89,False,False,0.71,0.0,0.15
749,Patriotic Memo Exposes Policy Rift,state_media,politics,-1.0,2,0.59,True,False,0.7,0.11,0.41
750,Patriotic Report: Vaccine Data Discrepancies,state_media,health,-0.46,4,0.88,True,False,0.79,0.0,0.36
751,Directive Briefing: Border Operations Escalate,anonymous_tip,military,-0.42,2,0.69,True,False,0.63,0.12,0.42
752,Official March Footage Removed Online,state_media,protest,0.26,3,0.83,True,True,0.98,0.0,0.18
753,Patriotic Report: Vaccine Data Discrepancies,foreign_press,health,-0.61,0,0.7,True,False,0.74,0.0,0.2
754,Frontline Report: Inflation Data Withheld,anonymous_tip,economy,-0.12,3,0.72,True,False,0.68,0.11,0.44
755,Official March Footage Removed Online,state_media,protest,-0.19,0,0.82,True,False,0.69,0.0,0.19
756,Directive March Footage Removed Online,foreign_press,protest,-0.38,1,0.71,True,False,0.85,0.0,0.19
757,Frontline Memo Exposes Policy Rift,foreign_press,politics,0.32,0,0.68,False,False,0.9,0.0,0.1
758,Patriotic Report: Inflation Data Withheld,state_media,economy,-1.0,0,0.89,True,False,0.74,0.0,0.13
759,Official Footage Questions Official Claims,anonymous_tip,military,-0.19,0,0.94,False,False,0.75,0.0,0.1
760,Emergency Memo Exposes Policy Rift,foreign_press,politics,-0.11,1,0.78,True,False,0.72,0.0,0.26
761,Directive March Footage Removed Online,independent,protest,0.11,2,0.64,True,False,0.73,0.05,0.36
762,Patriotic Statement Raises Concerns,independent,politics,-0.02,0,0.38,True,False,0.52,0.28,0.48
763,Directive Statement Raises Concerns,independent,politics,-0.28,0,0.59,True,False,0.96,0.0,0.09
764,Frontline Memo Exposes Policy Rift,state_media,politics,-0.48,2,0.43,True,True,0.96,0.0,0.29
765,Emergency March Footage Removed Online,state_media,protest,-0.85,0,0.74,False,False,0.79,0.0,0.15
766,Directive March Footage Removed Online,foreign_press,protest,-1.0,0,0.36,True,False,0.92,0.0,0.21
767,Directive Audit Reveals Missing Funds,independent,economy,0.2,0,0.53,True,True,0.7,0.04,0.3
768,Patriotic Audit Reveals Missing Funds,state_media,economy,-0.49,2,0.56,True,False,0.77,0.05,0.37
769,Patriotic Interview Sparks Debate,anonymous_tip,celebrity,-0.76,0,0.47,True,True,0.94,0.0,0.15
770,Emergency Demonstrations Under Review,state_media,protest,-0.38,1,0.69,True,False,0.84,0.0,0.2
771,Directive March Footage Removed Online,foreign_press,protest,-1.0,0,0.79,True,False,0.84,0.0,0.1
772,Emergency Footage Questions Official Claims,independent,military,-0.55,1,0.9,True,False,0.5,0.1,0.36
773,Directive Report: Inflation Data Withheld,foreign_press,economy,-0.36,0,0.73,True,False,0.7,0.0,0.22
